Index,Company,Category,Indicator,IndicatorNr,IndicatorSuffix,Branch,Composite,Class,Service,Score,serviceBrand
2020,Alibaba,F,F09,9,NA,Services,Services,pda,AliGenie,NA,NA
2020,Alibaba,F,F10,10,NA,Services,Services,eCommerce,Taobao.com,NA,NA
2020,Alibaba,F,F10,10,NA,Services,Services,pda,AliGenie,NA,NA
2020,Alibaba,F,F11,11,NA,Services,Services,eCommerce,Taobao.com,NA,NA
2020,Alibaba,F,F11,11,NA,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,F,F12,12,NA,Services,Services,eCommerce,Taobao.com,40,NA
2020,Alibaba,F,F12,12,NA,Services,Services,pda,AliGenie,30,NA
2020,Alibaba,F,F13,13,NA,Services,Services,eCommerce,Taobao.com,NA,NA
2020,Alibaba,F,F13,13,NA,Services,Services,pda,AliGenie,NA,NA
2020,Alibaba,P,P01a,1,a,Services,Services,eCommerce,Taobao.com,100,NA
2020,Alibaba,P,P01a,1,a,Services,Services,pda,AliGenie,50,NA
2020,Alibaba,P,P01b,1,b,Services,Services,eCommerce,Taobao.com,0,NA
2020,Alibaba,P,P01b,1,b,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,P,P02a,2,a,Services,Services,eCommerce,Taobao.com,50,NA
2020,Alibaba,P,P02a,2,a,Services,Services,pda,AliGenie,20,NA
2020,Alibaba,P,P02b,2,b,Services,Services,eCommerce,Taobao.com,0,NA
2020,Alibaba,P,P02b,2,b,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,P,P03a,3,a,Services,Services,eCommerce,Taobao.com,83,NA
2020,Alibaba,P,P03a,3,a,Services,Services,pda,AliGenie,50,NA
2020,Alibaba,P,P03b,3,b,Services,Services,eCommerce,Taobao.com,33,NA
2020,Alibaba,P,P03b,3,b,Services,Services,pda,AliGenie,33,NA
2020,Alibaba,P,P04,4,NA,Services,Services,eCommerce,Taobao.com,63,NA
2020,Alibaba,P,P04,4,NA,Services,Services,pda,AliGenie,42,NA
2020,Alibaba,P,P05,5,NA,Services,Services,eCommerce,Taobao.com,60,NA
2020,Alibaba,P,P05,5,NA,Services,Services,pda,AliGenie,60,NA
2020,Alibaba,P,P06,6,NA,Services,Services,eCommerce,Taobao.com,20,NA
2020,Alibaba,P,P06,6,NA,Services,Services,pda,AliGenie,14,NA
2020,Alibaba,P,P07,7,NA,Services,Services,eCommerce,Taobao.com,31,NA
2020,Alibaba,P,P07,7,NA,Services,Services,pda,AliGenie,39,NA
2020,Alibaba,P,P08,8,NA,Services,Services,eCommerce,Taobao.com,0,NA
2020,Alibaba,P,P08,8,NA,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,P,P09,9,NA,Services,Services,eCommerce,Taobao.com,17,NA
2020,Alibaba,P,P09,9,NA,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,P,P10a,10,a,Services,Services,eCommerce,Taobao.com,7,NA
2020,Alibaba,P,P10a,10,a,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,P,P10b,10,b,Services,Services,eCommerce,Taobao.com,0,NA
2020,Alibaba,P,P10b,10,b,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,P,P11a,11,a,Services,Services,eCommerce,Taobao.com,0,NA
2020,Alibaba,P,P11a,11,a,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,P,P11b,11,b,Services,Services,eCommerce,Taobao.com,0,NA
2020,Alibaba,P,P11b,11,b,Services,Services,pda,AliGenie,0,NA
2020,Alibaba,P,P12,12,NA,Services,Services,eCommerce,Taobao.com,33,NA
2020,Alibaba,P,P12,12,NA,Services,Services,pda,AliGenie,33,NA
2020,Alibaba,P,P13,13,NA,Services,Services,eCommerce,Taobao.com,67,NA
2020,Alibaba,P,P13,13,NA,Services,Services,pda,AliGenie,67,NA
2020,Alibaba,P,P14,14,NA,Services,Services,eCommerce,Taobao.com,50,NA
2020,Alibaba,P,P14,14,NA,Services,Services,pda,AliGenie,22,NA
2020,Alibaba,P,P15,15,NA,Services,Services,eCommerce,Taobao.com,83,NA
2020,Alibaba,P,P15,15,NA,Services,Services,pda,AliGenie,83,NA
2020,Alibaba,P,P16,16,NA,Services,Services,eCommerce,Taobao.com,38,NA
2020,Alibaba,P,P16,16,NA,Services,Services,pda,AliGenie,38,NA
2020,Alibaba,P,P17,17,NA,Services,Services,eCommerce,Taobao.com,83,NA
2020,Alibaba,P,P17,17,NA,Services,Services,pda,AliGenie,33,NA
2020,Alibaba,P,P18,18,NA,Services,Services,eCommerce,Taobao.com,100,NA
2020,Alibaba,P,P18,18,NA,Services,Services,pda,AliGenie,0,NA
2020,Amazon,G,G01,1,NA,Company,Group,Group,Group,33,NA
2020,Amazon,G,G01,1,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G02,2,NA,Company,Group,Group,Group,0,NA
2020,Amazon,G,G02,2,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G02,2,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,G,G02,2,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,G,G03,3,NA,Company,Group,Group,Group,0,NA
2020,Amazon,G,G03,3,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G03,3,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,G,G03,3,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,G,G04a,4,a,Company,Group,Group,Group,0,NA
2020,Amazon,G,G04a,4,a,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G04a,4,a,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,G,G04a,4,a,Services,Services,pda,Alexa,0,NA
2020,Amazon,G,G04b,4,b,Company,Group,Group,Group,0,NA
2020,Amazon,G,G04b,4,b,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G04b,4,b,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,G,G04b,4,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,G,G04c,4,c,Company,Group,Group,Group,0,NA
2020,Amazon,G,G04c,4,c,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G04c,4,c,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,G,G04c,4,c,Services,Services,pda,Alexa,0,NA
2020,Amazon,G,G04d,4,d,Company,Group,Group,Group,0,NA
2020,Amazon,G,G04d,4,d,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G04d,4,d,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,G,G04d,4,d,Services,Services,pda,Alexa,0,NA
2020,Amazon,G,G04e,4,e,Company,Group,Group,Group,NA,NA
2020,Amazon,G,G04e,4,e,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G04e,4,e,Services,Services,eCommerce,Amazon.com,NA,NA
2020,Amazon,G,G04e,4,e,Services,Services,pda,Alexa,NA,NA
2020,Amazon,G,G05,5,NA,Company,Group,Group,Group,0,NA
2020,Amazon,G,G05,5,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Amazon,G,G06a,6,a,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,G,G06a,6,a,Services,Services,pda,Alexa,0,NA
2020,Amazon,G,G06b,6,b,Services,Services,eCommerce,Amazon.com,9,NA
2020,Amazon,G,G06b,6,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F01a,1,a,Services,Services,eCommerce,Amazon.com,83,NA
2020,Amazon,F,F01a,1,a,Services,Services,pda,Alexa,67,NA
2020,Amazon,F,F01b,1,b,Services,Services,eCommerce,Amazon.com,67,NA
2020,Amazon,F,F01b,1,b,Services,Services,pda,Alexa,63,NA
2020,Amazon,F,F01c,1,c,Services,Services,eCommerce,Amazon.com,100,NA
2020,Amazon,F,F01c,1,c,Services,Services,pda,Alexa,75,NA
2020,Amazon,F,F01d,1,d,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F01d,1,d,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F02a,2,a,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F02a,2,a,Services,Services,pda,Alexa,38,NA
2020,Amazon,F,F02b,2,b,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F02b,2,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F02c,2,c,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F02c,2,c,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F02d,2,d,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F02d,2,d,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F03a,3,a,Services,Services,eCommerce,Amazon.com,10,NA
2020,Amazon,F,F03a,3,a,Services,Services,pda,Alexa,14,NA
2020,Amazon,F,F03b,3,b,Services,Services,eCommerce,Amazon.com,67,NA
2020,Amazon,F,F03b,3,b,Services,Services,pda,Alexa,17,NA
2020,Amazon,F,F03c,3,c,Services,Services,eCommerce,Amazon.com,20,NA
2020,Amazon,F,F03c,3,c,Services,Services,pda,Alexa,20,NA
2020,Amazon,F,F04a,4,a,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F04a,4,a,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F04b,4,b,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F04b,4,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F04c,4,c,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F04c,4,c,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F05a,5,a,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F05a,5,a,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F05b,5,b,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F05b,5,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F06,6,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F06,6,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F07,7,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F07,7,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F08,8,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F08,8,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F09,9,NA,Services,Services,eCommerce,Amazon.com,NA,NA
2020,Amazon,F,F09,9,NA,Services,Services,pda,Alexa,NA,NA
2020,Amazon,F,F10,10,NA,Services,Services,eCommerce,Amazon.com,NA,NA
2020,Amazon,F,F10,10,NA,Services,Services,pda,Alexa,NA,NA
2020,Amazon,F,F11,11,NA,Services,Services,eCommerce,Amazon.com,NA,NA
2020,Amazon,F,F11,11,NA,Services,Services,pda,Alexa,50,NA
2020,Amazon,F,F12,12,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,F,F12,12,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,F,F13,13,NA,Services,Services,eCommerce,Amazon.com,NA,NA
2020,Amazon,F,F13,13,NA,Services,Services,pda,Alexa,NA,NA
2020,Amazon,P,P01a,1,a,Services,Services,eCommerce,Amazon.com,100,NA
2020,Amazon,P,P01a,1,a,Services,Services,pda,Alexa,88,NA
2020,Amazon,P,P01b,1,b,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P01b,1,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,P,P02a,2,a,Services,Services,eCommerce,Amazon.com,13,NA
2020,Amazon,P,P02a,2,a,Services,Services,pda,Alexa,10,NA
2020,Amazon,P,P02b,2,b,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P02b,2,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,P,P03a,3,a,Services,Services,eCommerce,Amazon.com,33,NA
2020,Amazon,P,P03a,3,a,Services,Services,pda,Alexa,40,NA
2020,Amazon,P,P03b,3,b,Services,Services,eCommerce,Amazon.com,17,NA
2020,Amazon,P,P03b,3,b,Services,Services,pda,Alexa,17,NA
2020,Amazon,P,P04,4,NA,Services,Services,eCommerce,Amazon.com,50,NA
2020,Amazon,P,P04,4,NA,Services,Services,pda,Alexa,33,NA
2020,Amazon,P,P05,5,NA,Services,Services,eCommerce,Amazon.com,30,NA
2020,Amazon,P,P05,5,NA,Services,Services,pda,Alexa,30,NA
2020,Amazon,P,P06,6,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P06,6,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,P,P07,7,NA,Services,Services,eCommerce,Amazon.com,6,NA
2020,Amazon,P,P07,7,NA,Services,Services,pda,Alexa,17,NA
2020,Amazon,P,P08,8,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P08,8,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,P,P09,9,NA,Services,Services,eCommerce,Amazon.com,33,NA
2020,Amazon,P,P09,9,NA,Services,Services,pda,Alexa,33,NA
2020,Amazon,P,P10a,10,a,Services,Services,eCommerce,Amazon.com,64,NA
2020,Amazon,P,P10a,10,a,Services,Services,pda,Alexa,64,NA
2020,Amazon,P,P10b,10,b,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P10b,10,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,P,P11a,11,a,Services,Services,eCommerce,Amazon.com,45,NA
2020,Amazon,P,P11a,11,a,Services,Services,pda,Alexa,45,NA
2020,Amazon,P,P11b,11,b,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P11b,11,b,Services,Services,pda,Alexa,0,NA
2020,Amazon,P,P12,12,NA,Services,Services,eCommerce,Amazon.com,33,NA
2020,Amazon,P,P12,12,NA,Services,Services,pda,Alexa,33,NA
2020,Amazon,P,P13,13,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P13,13,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,P,P14,14,NA,Services,Services,eCommerce,Amazon.com,83,NA
2020,Amazon,P,P14,14,NA,Services,Services,pda,Alexa,28,NA
2020,Amazon,P,P15,15,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P15,15,NA,Services,Services,pda,Alexa,0,NA
2020,Amazon,P,P16,16,NA,Services,Services,eCommerce,Amazon.com,0,NA
2020,Amazon,P,P16,16,NA,Services,Services,pda,Alexa,25,NA
2020,Amazon,P,P17,17,NA,Services,Services,eCommerce,Amazon.com,50,NA
2020,Amazon,P,P17,17,NA,Services,Services,pda,Alexa,50,NA
2020,Amazon,P,P18,18,NA,Services,Services,eCommerce,Amazon.com,100,NA
2020,Amazon,P,P18,18,NA,Services,Services,pda,Alexa,100,NA
2020,Apple,G,G01,1,NA,Company,Group,Group,Group,67,NA
2020,Apple,G,G01,1,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G02,2,NA,Company,Group,Group,Group,100,NA
2020,Apple,G,G02,2,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G02,2,NA,Services,Services,mobileEcosystem,iOS (mobile ecosystem),100,NA
2020,Apple,G,G02,2,NA,Services,Services,messagingVoip,iMessage,100,NA
2020,Apple,G,G02,2,NA,Services,Services,cloud,iCloud,100,NA
2020,Apple,G,G02,2,NA,Services,Services,pda,Siri,NA,NA
2020,Apple,G,G03,3,NA,Company,Group,Group,Group,88,NA
2020,Apple,G,G03,3,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G03,3,NA,Services,Services,mobileEcosystem,iOS (mobile ecosystem),88,NA
2020,Apple,G,G03,3,NA,Services,Services,messagingVoip,iMessage,88,NA
2020,Apple,G,G03,3,NA,Services,Services,cloud,iCloud,88,NA
2020,Apple,G,G03,3,NA,Services,Services,pda,Siri,NA,NA
2020,Apple,G,G04a,4,a,Company,Group,Group,Group,36,NA
2020,Apple,G,G04a,4,a,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G04a,4,a,Services,Services,mobileEcosystem,iOS (mobile ecosystem),36,NA
2020,Apple,G,G04a,4,a,Services,Services,messagingVoip,iMessage,36,NA
2020,Apple,G,G04a,4,a,Services,Services,cloud,iCloud,36,NA
2020,Apple,G,G04a,4,a,Services,Services,pda,Siri,NA,NA
2020,Apple,G,G04b,4,b,Company,Group,Group,Group,0,NA
2020,Apple,G,G04b,4,b,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G04b,4,b,Services,Services,mobileEcosystem,iOS (mobile ecosystem),0,NA
2020,Apple,G,G04b,4,b,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,G,G04b,4,b,Services,Services,cloud,iCloud,0,NA
2020,Apple,G,G04b,4,b,Services,Services,pda,Siri,NA,NA
2020,Apple,G,G04c,4,c,Company,Group,Group,Group,0,NA
2020,Apple,G,G04c,4,c,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G04c,4,c,Services,Services,mobileEcosystem,iOS (mobile ecosystem),0,NA
2020,Apple,G,G04c,4,c,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,G,G04c,4,c,Services,Services,cloud,iCloud,0,NA
2020,Apple,G,G04c,4,c,Services,Services,pda,Siri,NA,NA
2020,Apple,G,G04d,4,d,Company,Group,Group,Group,6,NA
2020,Apple,G,G04d,4,d,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G04d,4,d,Services,Services,mobileEcosystem,iOS (mobile ecosystem),6,NA
2020,Apple,G,G04d,4,d,Services,Services,messagingVoip,iMessage,6,NA
2020,Apple,G,G04d,4,d,Services,Services,cloud,iCloud,6,NA
2020,Apple,G,G04d,4,d,Services,Services,pda,Siri,NA,NA
2020,Apple,G,G04e,4,e,Company,Group,Group,Group,NA,NA
2020,Apple,G,G04e,4,e,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G04e,4,e,Services,Services,mobileEcosystem,iOS (mobile ecosystem),NA,NA
2020,Apple,G,G04e,4,e,Services,Services,messagingVoip,iMessage,NA,NA
2020,Apple,G,G04e,4,e,Services,Services,cloud,iCloud,NA,NA
2020,Apple,G,G04e,4,e,Services,Services,pda,Siri,NA,NA
2020,Apple,G,G05,5,NA,Company,Group,Group,Group,17,NA
2020,Apple,G,G05,5,NA,Company,OpCom,OpCom,Operating Company,NA,NA
2020,Apple,G,G06a,6,a,Services,Services,mobileEcosystem,iOS (mobile ecosystem),28,NA
2020,Apple,G,G06a,6,a,Services,Services,messagingVoip,iMessage,17,NA
2020,Apple,G,G06a,6,a,Services,Services,cloud,iCloud,17,NA
2020,Apple,G,G06a,6,a,Services,Services,pda,Siri,NA,NA
2020,Apple,G,G06b,6,b,Services,Services,mobileEcosystem,iOS (mobile ecosystem),14,NA
2020,Apple,G,G06b,6,b,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,G,G06b,6,b,Services,Services,cloud,iCloud,NA,NA
2020,Apple,G,G06b,6,b,Services,Services,pda,Siri,NA,NA
2020,Apple,F,F01a,1,a,Services,Services,mobileEcosystem,iOS (mobile ecosystem),50,NA
2020,Apple,F,F01a,1,a,Services,Services,messagingVoip,iMessage,50,NA
2020,Apple,F,F01a,1,a,Services,Services,cloud,iCloud,83,NA
2020,Apple,F,F01a,1,a,Services,Services,pda,Siri,NA,NA
2020,Apple,F,F01b,1,b,Services,Services,mobileEcosystem,iOS (mobile ecosystem),38,NA
2020,Apple,F,F01b,1,b,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,F,F01b,1,b,Services,Services,cloud,iCloud,0,NA
2020,Apple,F,F01b,1,b,Services,Services,pda,Siri,NA,NA
2020,Apple,F,F01c,1,c,Services,Services,mobileEcosystem,iOS (mobile ecosystem),75,NA
2020,Apple,F,F01c,1,c,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,F,F01c,1,c,Services,Services,cloud,iCloud,0,NA
2020,Apple,F,F01c,1,c,Services,Services,pda,Siri,NA,NA
2020,Apple,F,F01d,1,d,Services,Services,mobileEcosystem,iOS (mobile ecosystem),0,NA
2020,Apple,F,F01d,1,d,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,F,F01d,1,d,Services,Services,cloud,iCloud,0,NA
2020,Apple,F,F01d,1,d,Services,Services,pda,Siri,NA,NA
2020,Apple,F,F02a,2,a,Services,Services,mobileEcosystem,iOS (mobile ecosystem),0,NA
2020,Apple,F,F02a,2,a,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,F,F02a,2,a,Services,Services,cloud,iCloud,50,NA
2020,Apple,F,F02a,2,a,Services,Services,pda,Siri,NA,NA
2020,Apple,F,F02b,2,b,Services,Services,mobileEcosystem,iOS (mobile ecosystem),0,NA
2020,Apple,F,F02b,2,b,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,F,F02b,2,b,Services,Services,cloud,iCloud,0,NA
2020,Apple,F,F02b,2,b,Services,Services,pda,Siri,NA,NA
2020,Apple,F,F02c,2,c,Services,Services,mobileEcosystem,iOS (mobile ecosystem),0,NA
2020,Apple,F,F02c,2,c,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,F,F02c,2,c,Services,Services,cloud,iCloud,0,NA
2020,Apple,F,F02c,2,c,Services,Services,pda,Siri,NA,NA
2020,Apple,F,F02d,2,d,Services,Services,mobileEcosystem,iOS (mobile ecosystem),0,NA
2020,Apple,F,F02d,2,d,Services,Services,messagingVoip,iMessage,0,NA
2020,Apple,F,F02d,2,d,Services,Services,cloud,iCloud,0,NA
