Index,Company,Category,Indicator,IndicatorNr,IndicatorSuffix,Branch,Composite,Class,Service,Score
2019,Google,F,F08,8,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,38
2019,Google,F,F08,8,NA,Services,Services,cloud,Google Drive,13
2019,Google,F,F09,9,NA,Services,Services,search,Google Search,NA
2019,Google,F,F09,9,NA,Services,Services,email,Gmail,NA
2019,Google,F,F09,9,NA,Services,Services,photoVideo,YouTube,NA
2019,Google,F,F09,9,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,NA
2019,Google,F,F09,9,NA,Services,Services,cloud,Google Drive,NA
2019,Google,F,F10,10,NA,Services,Services,search,Google Search,NA
2019,Google,F,F10,10,NA,Services,Services,email,Gmail,NA
2019,Google,F,F10,10,NA,Services,Services,photoVideo,YouTube,NA
2019,Google,F,F10,10,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,NA
2019,Google,F,F10,10,NA,Services,Services,cloud,Google Drive,NA
2019,Google,F,F11,11,NA,Services,Services,search,Google Search,NA
2019,Google,F,F11,11,NA,Services,Services,email,Gmail,100
2019,Google,F,F11,11,NA,Services,Services,photoVideo,YouTube,100
2019,Google,F,F11,11,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,100
2019,Google,F,F11,11,NA,Services,Services,cloud,Google Drive,100
2019,Google,F,F12,12,NA,Services,Services,search,Google Search,NA
2019,Google,F,F12,12,NA,Services,Services,email,Gmail,NA
2019,Google,F,F12,12,NA,Services,Services,photoVideo,YouTube,NA
2019,Google,F,F12,12,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,NA
2019,Google,F,F12,12,NA,Services,Services,cloud,Google Drive,NA
2019,Google,F,F13,13,NA,Services,Services,search,Google Search,NA
2019,Google,F,F13,13,NA,Services,Services,email,Gmail,NA
2019,Google,F,F13,13,NA,Services,Services,photoVideo,YouTube,NA
2019,Google,F,F13,13,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,NA
2019,Google,F,F13,13,NA,Services,Services,cloud,Google Drive,NA
2019,Google,P,P01a,1,a,Services,Services,search,Google Search,100
2019,Google,P,P01a,1,a,Services,Services,email,Gmail,100
2019,Google,P,P01a,1,a,Services,Services,photoVideo,YouTube,100
2019,Google,P,P01a,1,a,Services,Services,mobileEcosystem,Android mobile ecosystem,75
2019,Google,P,P01a,1,a,Services,Services,cloud,Google Drive,100
2019,Google,P,P01b,1,b,Services,Services,search,Google Search,NA
2019,Google,P,P01b,1,b,Services,Services,email,Gmail,NA
2019,Google,P,P01b,1,b,Services,Services,photoVideo,YouTube,NA
2019,Google,P,P01b,1,b,Services,Services,mobileEcosystem,Android mobile ecosystem,NA
2019,Google,P,P01b,1,b,Services,Services,cloud,Google Drive,NA
2019,Google,P,P02a,2,a,Services,Services,search,Google Search,50
2019,Google,P,P02a,2,a,Services,Services,email,Gmail,50
2019,Google,P,P02a,2,a,Services,Services,photoVideo,YouTube,50
2019,Google,P,P02a,2,a,Services,Services,mobileEcosystem,Android mobile ecosystem,40
2019,Google,P,P02a,2,a,Services,Services,cloud,Google Drive,50
2019,Google,P,P02b,2,b,Services,Services,search,Google Search,NA
2019,Google,P,P02b,2,b,Services,Services,email,Gmail,NA
2019,Google,P,P02b,2,b,Services,Services,photoVideo,YouTube,NA
2019,Google,P,P02b,2,b,Services,Services,mobileEcosystem,Android mobile ecosystem,NA
2019,Google,P,P02b,2,b,Services,Services,cloud,Google Drive,NA
2019,Google,P,P03a,3,a,Services,Services,search,Google Search,67
2019,Google,P,P03a,3,a,Services,Services,email,Gmail,67
2019,Google,P,P03a,3,a,Services,Services,photoVideo,YouTube,67
2019,Google,P,P03a,3,a,Services,Services,mobileEcosystem,Android mobile ecosystem,40
2019,Google,P,P03a,3,a,Services,Services,cloud,Google Drive,67
2019,Google,P,P03b,3,b,Services,Services,search,Google Search,NA
2019,Google,P,P03b,3,b,Services,Services,email,Gmail,NA
2019,Google,P,P03b,3,b,Services,Services,photoVideo,YouTube,NA
2019,Google,P,P03b,3,b,Services,Services,mobileEcosystem,Android mobile ecosystem,NA
2019,Google,P,P03b,3,b,Services,Services,cloud,Google Drive,NA
2019,Google,P,P04,4,NA,Services,Services,search,Google Search,50
2019,Google,P,P04,4,NA,Services,Services,email,Gmail,50
2019,Google,P,P04,4,NA,Services,Services,photoVideo,YouTube,50
2019,Google,P,P04,4,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,33
2019,Google,P,P04,4,NA,Services,Services,cloud,Google Drive,50
2019,Google,P,P05,5,NA,Services,Services,search,Google Search,63
2019,Google,P,P05,5,NA,Services,Services,email,Gmail,63
2019,Google,P,P05,5,NA,Services,Services,photoVideo,YouTube,63
2019,Google,P,P05,5,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,63
2019,Google,P,P05,5,NA,Services,Services,cloud,Google Drive,63
2019,Google,P,P06,6,NA,Services,Services,search,Google Search,40
2019,Google,P,P06,6,NA,Services,Services,email,Gmail,40
2019,Google,P,P06,6,NA,Services,Services,photoVideo,YouTube,40
2019,Google,P,P06,6,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,29
2019,Google,P,P06,6,NA,Services,Services,cloud,Google Drive,40
2019,Google,P,P07,7,NA,Services,Services,search,Google Search,38
2019,Google,P,P07,7,NA,Services,Services,email,Gmail,38
2019,Google,P,P07,7,NA,Services,Services,photoVideo,YouTube,38
2019,Google,P,P07,7,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,40
2019,Google,P,P07,7,NA,Services,Services,cloud,Google Drive,38
2019,Google,P,P08,8,NA,Services,Services,search,Google Search,75
2019,Google,P,P08,8,NA,Services,Services,email,Gmail,75
2019,Google,P,P08,8,NA,Services,Services,photoVideo,YouTube,75
2019,Google,P,P08,8,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,60
2019,Google,P,P08,8,NA,Services,Services,cloud,Google Drive,75
2019,Google,P,P09,9,NA,Services,Services,search,Google Search,60
2019,Google,P,P09,9,NA,Services,Services,email,Gmail,60
2019,Google,P,P09,9,NA,Services,Services,photoVideo,YouTube,60
2019,Google,P,P09,9,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,40
2019,Google,P,P09,9,NA,Services,Services,cloud,Google Drive,60
2019,Google,P,P10a,10,a,Services,Services,search,Google Search,100
2019,Google,P,P10a,10,a,Services,Services,email,Gmail,100
2019,Google,P,P10a,10,a,Services,Services,photoVideo,YouTube,100
2019,Google,P,P10a,10,a,Services,Services,mobileEcosystem,Android mobile ecosystem,100
2019,Google,P,P10a,10,a,Services,Services,cloud,Google Drive,100
2019,Google,P,P10b,10,b,Services,Services,search,Google Search,20
2019,Google,P,P10b,10,b,Services,Services,email,Gmail,20
2019,Google,P,P10b,10,b,Services,Services,photoVideo,YouTube,20
2019,Google,P,P10b,10,b,Services,Services,mobileEcosystem,Android mobile ecosystem,20
2019,Google,P,P10b,10,b,Services,Services,cloud,Google Drive,20
2019,Google,P,P11a,11,a,Services,Services,search,Google Search,75
2019,Google,P,P11a,11,a,Services,Services,email,Gmail,75
2019,Google,P,P11a,11,a,Services,Services,photoVideo,YouTube,75
2019,Google,P,P11a,11,a,Services,Services,mobileEcosystem,Android mobile ecosystem,75
2019,Google,P,P11a,11,a,Services,Services,cloud,Google Drive,75
2019,Google,P,P11b,11,b,Services,Services,search,Google Search,0
2019,Google,P,P11b,11,b,Services,Services,email,Gmail,0
2019,Google,P,P11b,11,b,Services,Services,photoVideo,YouTube,0
2019,Google,P,P11b,11,b,Services,Services,mobileEcosystem,Android mobile ecosystem,0
2019,Google,P,P11b,11,b,Services,Services,cloud,Google Drive,0
2019,Google,P,P12,12,NA,Services,Services,search,Google Search,67
2019,Google,P,P12,12,NA,Services,Services,email,Gmail,67
2019,Google,P,P12,12,NA,Services,Services,photoVideo,YouTube,67
2019,Google,P,P12,12,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,67
2019,Google,P,P12,12,NA,Services,Services,cloud,Google Drive,67
2019,Google,P,P13,13,NA,Services,Services,search,Google Search,33
2019,Google,P,P13,13,NA,Services,Services,email,Gmail,33
2019,Google,P,P13,13,NA,Services,Services,photoVideo,YouTube,33
2019,Google,P,P13,13,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,33
2019,Google,P,P13,13,NA,Services,Services,cloud,Google Drive,33
2019,Google,P,P14,14,NA,Services,Services,search,Google Search,33
2019,Google,P,P14,14,NA,Services,Services,email,Gmail,33
2019,Google,P,P14,14,NA,Services,Services,photoVideo,YouTube,33
2019,Google,P,P14,14,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,42
2019,Google,P,P14,14,NA,Services,Services,cloud,Google Drive,33
2019,Google,P,P15,15,NA,Services,Services,search,Google Search,0
2019,Google,P,P15,15,NA,Services,Services,email,Gmail,0
2019,Google,P,P15,15,NA,Services,Services,photoVideo,YouTube,0
2019,Google,P,P15,15,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,0
2019,Google,P,P15,15,NA,Services,Services,cloud,Google Drive,0
2019,Google,P,P16,16,NA,Services,Services,search,Google Search,100
2019,Google,P,P16,16,NA,Services,Services,email,Gmail,50
2019,Google,P,P16,16,NA,Services,Services,photoVideo,YouTube,50
2019,Google,P,P16,16,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,75
2019,Google,P,P16,16,NA,Services,Services,cloud,Google Drive,50
2019,Google,P,P17,17,NA,Services,Services,search,Google Search,NA
2019,Google,P,P17,17,NA,Services,Services,email,Gmail,100
2019,Google,P,P17,17,NA,Services,Services,photoVideo,YouTube,100
2019,Google,P,P17,17,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,100
2019,Google,P,P17,17,NA,Services,Services,cloud,Google Drive,100
2019,Google,P,P18,18,NA,Services,Services,search,Google Search,100
2019,Google,P,P18,18,NA,Services,Services,email,Gmail,100
2019,Google,P,P18,18,NA,Services,Services,photoVideo,YouTube,100
2019,Google,P,P18,18,NA,Services,Services,mobileEcosystem,Android mobile ecosystem,100
2019,Google,P,P18,18,NA,Services,Services,cloud,Google Drive,100
2019,Kakao,G,G01,1,NA,Company,Group,Group,Group,25
2019,Kakao,G,G01,1,NA,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G02,2,NA,Company,Group,Group,Group,33
2019,Kakao,G,G02,2,NA,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G02,2,NA,Services,Services,search,Daum Search,33
2019,Kakao,G,G02,2,NA,Services,Services,email,Daum Mail,33
2019,Kakao,G,G02,2,NA,Services,Services,messagingVoip,KakaoTalk,33
2019,Kakao,G,G03,3,NA,Company,Group,Group,Group,25
2019,Kakao,G,G03,3,NA,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G03,3,NA,Services,Services,search,Daum Search,25
2019,Kakao,G,G03,3,NA,Services,Services,email,Daum Mail,25
2019,Kakao,G,G03,3,NA,Services,Services,messagingVoip,KakaoTalk,25
2019,Kakao,G,G04a,4,a,Company,Group,Group,Group,33
2019,Kakao,G,G04a,4,a,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G04a,4,a,Services,Services,search,Daum Search,33
2019,Kakao,G,G04a,4,a,Services,Services,email,Daum Mail,33
2019,Kakao,G,G04a,4,a,Services,Services,messagingVoip,KakaoTalk,33
2019,Kakao,G,G04b,4,b,Company,Group,Group,Group,0
2019,Kakao,G,G04b,4,b,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G04b,4,b,Services,Services,search,Daum Search,0
2019,Kakao,G,G04b,4,b,Services,Services,email,Daum Mail,0
2019,Kakao,G,G04b,4,b,Services,Services,messagingVoip,KakaoTalk,0
2019,Kakao,G,G04c,4,c,Company,Group,Group,Group,0
2019,Kakao,G,G04c,4,c,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G04c,4,c,Services,Services,search,Daum Search,0
2019,Kakao,G,G04c,4,c,Services,Services,email,Daum Mail,0
2019,Kakao,G,G04c,4,c,Services,Services,messagingVoip,KakaoTalk,0
2019,Kakao,G,G04d,4,d,Company,Group,Group,Group,0
2019,Kakao,G,G04d,4,d,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G04d,4,d,Services,Services,search,Daum Search,0
2019,Kakao,G,G04d,4,d,Services,Services,email,Daum Mail,0
2019,Kakao,G,G04d,4,d,Services,Services,messagingVoip,KakaoTalk,0
2019,Kakao,G,G04e,4,e,Company,Group,Group,Group,NA
2019,Kakao,G,G04e,4,e,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G04e,4,e,Services,Services,search,Daum Search,NA
2019,Kakao,G,G04e,4,e,Services,Services,email,Daum Mail,NA
2019,Kakao,G,G04e,4,e,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,G,G05,5,NA,Company,Group,Group,Group,100
2019,Kakao,G,G05,5,NA,Company,OpCom,OpCom,OpCom,NA
2019,Kakao,G,G06a,6,a,Services,Services,search,Daum Search,44
2019,Kakao,G,G06a,6,a,Services,Services,email,Daum Mail,44
2019,Kakao,G,G06a,6,a,Services,Services,messagingVoip,KakaoTalk,33
2019,Kakao,G,G06b,6,b,Services,Services,search,Daum Search,NA
2019,Kakao,G,G06b,6,b,Services,Services,email,Daum Mail,NA
2019,Kakao,G,G06b,6,b,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F01a,1,a,Services,Services,search,Daum Search,83
2019,Kakao,F,F01a,1,a,Services,Services,email,Daum Mail,83
2019,Kakao,F,F01a,1,a,Services,Services,messagingVoip,KakaoTalk,83
2019,Kakao,F,F01b,1,b,Services,Services,search,Daum Search,NA
2019,Kakao,F,F01b,1,b,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F01b,1,b,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F01c,1,c,Services,Services,search,Daum Search,NA
2019,Kakao,F,F01c,1,c,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F01c,1,c,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F01d,1,d,Services,Services,search,Daum Search,NA
2019,Kakao,F,F01d,1,d,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F01d,1,d,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F02a,2,a,Services,Services,search,Daum Search,88
2019,Kakao,F,F02a,2,a,Services,Services,email,Daum Mail,100
2019,Kakao,F,F02a,2,a,Services,Services,messagingVoip,KakaoTalk,88
2019,Kakao,F,F02b,2,b,Services,Services,search,Daum Search,NA
2019,Kakao,F,F02b,2,b,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F02b,2,b,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F02c,2,c,Services,Services,search,Daum Search,NA
2019,Kakao,F,F02c,2,c,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F02c,2,c,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F02d,2,d,Services,Services,search,Daum Search,NA
2019,Kakao,F,F02d,2,d,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F02d,2,d,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F03a,3,a,Services,Services,search,Daum Search,38
2019,Kakao,F,F03a,3,a,Services,Services,email,Daum Mail,83
2019,Kakao,F,F03a,3,a,Services,Services,messagingVoip,KakaoTalk,83
2019,Kakao,F,F03b,3,b,Services,Services,search,Daum Search,NA
2019,Kakao,F,F03b,3,b,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F03b,3,b,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F03c,3,c,Services,Services,search,Daum Search,NA
2019,Kakao,F,F03c,3,c,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F03c,3,c,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F04a,4,a,Services,Services,search,Daum Search,NA
2019,Kakao,F,F04a,4,a,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F04a,4,a,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F04b,4,b,Services,Services,search,Daum Search,NA
2019,Kakao,F,F04b,4,b,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F04b,4,b,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F04c,4,c,Services,Services,search,Daum Search,NA
2019,Kakao,F,F04c,4,c,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F04c,4,c,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F05a,5,a,Services,Services,search,Daum Search,29
2019,Kakao,F,F05a,5,a,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F05a,5,a,Services,Services,messagingVoip,KakaoTalk,29
2019,Kakao,F,F05b,5,b,Services,Services,search,Daum Search,80
2019,Kakao,F,F05b,5,b,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F05b,5,b,Services,Services,messagingVoip,KakaoTalk,80
2019,Kakao,F,F06,6,NA,Services,Services,search,Daum Search,39
2019,Kakao,F,F06,6,NA,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F06,6,NA,Services,Services,messagingVoip,KakaoTalk,39
2019,Kakao,F,F07,7,NA,Services,Services,search,Daum Search,44
2019,Kakao,F,F07,7,NA,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F07,7,NA,Services,Services,messagingVoip,KakaoTalk,44
2019,Kakao,F,F08,8,NA,Services,Services,search,Daum Search,25
2019,Kakao,F,F08,8,NA,Services,Services,email,Daum Mail,100
2019,Kakao,F,F08,8,NA,Services,Services,messagingVoip,KakaoTalk,25
2019,Kakao,F,F09,9,NA,Services,Services,search,Daum Search,NA
2019,Kakao,F,F09,9,NA,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F09,9,NA,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F10,10,NA,Services,Services,search,Daum Search,NA
2019,Kakao,F,F10,10,NA,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F10,10,NA,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F11,11,NA,Services,Services,search,Daum Search,NA
2019,Kakao,F,F11,11,NA,Services,Services,email,Daum Mail,50
2019,Kakao,F,F11,11,NA,Services,Services,messagingVoip,KakaoTalk,50
2019,Kakao,F,F12,12,NA,Services,Services,search,Daum Search,NA
2019,Kakao,F,F12,12,NA,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F12,12,NA,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,F,F13,13,NA,Services,Services,search,Daum Search,NA
2019,Kakao,F,F13,13,NA,Services,Services,email,Daum Mail,NA
2019,Kakao,F,F13,13,NA,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,P,P01a,1,a,Services,Services,search,Daum Search,100
2019,Kakao,P,P01a,1,a,Services,Services,email,Daum Mail,100
2019,Kakao,P,P01a,1,a,Services,Services,messagingVoip,KakaoTalk,100
2019,Kakao,P,P01b,1,b,Services,Services,search,Daum Search,NA
2019,Kakao,P,P01b,1,b,Services,Services,email,Daum Mail,NA
2019,Kakao,P,P01b,1,b,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,P,P02a,2,a,Services,Services,search,Daum Search,100
2019,Kakao,P,P02a,2,a,Services,Services,email,Daum Mail,75
2019,Kakao,P,P02a,2,a,Services,Services,messagingVoip,KakaoTalk,75
2019,Kakao,P,P02b,2,b,Services,Services,search,Daum Search,NA
2019,Kakao,P,P02b,2,b,Services,Services,email,Daum Mail,NA
2019,Kakao,P,P02b,2,b,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,P,P03a,3,a,Services,Services,search,Daum Search,83
2019,Kakao,P,P03a,3,a,Services,Services,email,Daum Mail,83
2019,Kakao,P,P03a,3,a,Services,Services,messagingVoip,KakaoTalk,100
2019,Kakao,P,P03b,3,b,Services,Services,search,Daum Search,NA
2019,Kakao,P,P03b,3,b,Services,Services,email,Daum Mail,NA
2019,Kakao,P,P03b,3,b,Services,Services,messagingVoip,KakaoTalk,NA
2019,Kakao,P,P04,4,NA,Services,Services,search,Daum Search,75
2019,Kakao,P,P04,4,NA,Services,Services,email,Daum Mail,75
2019,Kakao,P,P04,4,NA,Services,Services,messagingVoip,KakaoTalk,88
2019,Kakao,P,P05,5,NA,Services,Services,search,Daum Search,38
2019,Kakao,P,P05,5,NA,Services,Services,email,Daum Mail,38
2019,Kakao,P,P05,5,NA,Services,Services,messagingVoip,KakaoTalk,38
2019,Kakao,P,P06,6,NA,Services,Services,search,Daum Search,30
2019,Kakao,P,P06,6,NA,Services,Services,email,Daum Mail,30
2019,Kakao,P,P06,6,NA,Services,Services,messagingVoip,KakaoTalk,40
2019,Kakao,P,P07,7,NA,Services,Services,search,Daum Search,38
2019,Kakao,P,P07,7,NA,Services,Services,email,Daum Mail,38
2019,Kakao,P,P07,7,NA,Services,Services,messagingVoip,KakaoTalk,38
2019,Kakao,P,P08,8,NA,Services,Services,search,Daum Search,0
2019,Kakao,P,P08,8,NA,Services,Services,email,Daum Mail,50
2019,Kakao,P,P08,8,NA,Services,Services,messagingVoip,KakaoTalk,50
2019,Kakao,P,P09,9,NA,Services,Services,search,Daum Search,0
2019,Kakao,P,P09,9,NA,Services,Services,email,Daum Mail,0
2019,Kakao,P,P09,9,NA,Services,Services,messagingVoip,KakaoTalk,0
2019,Kakao,P,P10a,10,a,Services,Services,search,Daum Search,71
2019,Kakao,P,P10a,10,a,Services,Services,email,Daum Mail,71
2019,Kakao,P,P10a,10,a,Services,Services,messagingVoip,KakaoTalk,71
2019,Kakao,P,P10b,10,b,Services,Services,search,Daum Search,0
2019,Kakao,P,P10b,10,b,Services,Services,email,Daum Mail,0
2019,Kakao,P,P10b,10,b,Services,Services,messagingVoip,KakaoTalk,0
2019,Kakao,P,P11a,11,a,Services,Services,search,Daum Search,65
2019,Kakao,P,P11a,11,a,Services,Services,email,Daum Mail,65
2019,Kakao,P,P11a,11,a,Services,Services,messagingVoip,KakaoTalk,65
2019,Kakao,P,P11b,11,b,Services,Services,search,Daum Search,0
2019,Kakao,P,P11b,11,b,Services,Services,email,Daum Mail,0
2019,Kakao,P,P11b,11,b,Services,Services,messagingVoip,KakaoTalk,0
2019,Kakao,P,P12,12,NA,Services,Services,search,Daum Search,0
2019,Kakao,P,P12,12,NA,Services,Services,email,Daum Mail,0
2019,Kakao,P,P12,12,NA,Services,Services,messagingVoip,KakaoTalk,0
2019,Kakao,P,P13,13,NA,Services,Services,search,Daum Search,100
2019,Kakao,P,P13,13,NA,Services,Services,email,Daum Mail,100
2019,Kakao,P,P13,13,NA,Services,Services,messagingVoip,KakaoTalk,100
2019,Kakao,P,P14,14,NA,Services,Services,search,Daum Search,17
2019,Kakao,P,P14,14,NA,Services,Services,email,Daum Mail,17
2019,Kakao,P,P14,14,NA,Services,Services,messagingVoip,KakaoTalk,17
2019,Kakao,P,P15,15,NA,Services,Services,search,Daum Search,50
2019,Kakao,P,P15,15,NA,Services,Services,email,Daum Mail,50
2019,Kakao,P,P15,15,NA,Services,Services,messagingVoip,KakaoTalk,50
2019,Kakao,P,P16,16,NA,Services,Services,search,Daum Search,25
2019,Kakao,P,P16,16,NA,Services,Services,email,Daum Mail,25
2019,Kakao,P,P16,16,NA,Services,Services,messagingVoip,KakaoTalk,50
2019,Kakao,P,P17,17,NA,Services,Services,search,Daum Search,NA
2019,Kakao,P,P17,17,NA,Services,Services,email,Daum Mail,100
2019,Kakao,P,P17,17,NA,Services,Services,messagingVoip,KakaoTalk,50
2019,Kakao,P,P18,18,NA,Services,Services,search,Daum Search,100
2019,Kakao,P,P18,18,NA,Services,Services,email,Daum Mail,100
2019,Kakao,P,P18,18,NA,Services,Services,messagingVoip,KakaoTalk,100
2019,MailRu,G,G01,1,NA,Company,Group,Group,Group,0
2019,MailRu,G,G01,1,NA,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G02,2,NA,Company,Group,Group,Group,0
2019,MailRu,G,G02,2,NA,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G02,2,NA,Services,Services,socialNetworkBlogs,VKontakte,0
2019,MailRu,G,G02,2,NA,Services,Services,email,Mail.Ru email,0
2019,MailRu,G,G02,2,NA,Services,Services,messagingVoip,Mail.Ru Agent,0
2019,MailRu,G,G02,2,NA,Services,Services,cloud,Mail.Ru Cloud Solutions,0
2019,MailRu,G,G03,3,NA,Company,Group,Group,Group,13
2019,MailRu,G,G03,3,NA,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G03,3,NA,Services,Services,socialNetworkBlogs,VKontakte,13
2019,MailRu,G,G03,3,NA,Services,Services,email,Mail.Ru email,13
2019,MailRu,G,G03,3,NA,Services,Services,messagingVoip,Mail.Ru Agent,13
2019,MailRu,G,G03,3,NA,Services,Services,cloud,Mail.Ru Cloud Solutions,13
2019,MailRu,G,G04a,4,a,Company,Group,Group,Group,0
2019,MailRu,G,G04a,4,a,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G04a,4,a,Services,Services,socialNetworkBlogs,VKontakte,0
2019,MailRu,G,G04a,4,a,Services,Services,email,Mail.Ru email,0
2019,MailRu,G,G04a,4,a,Services,Services,messagingVoip,Mail.Ru Agent,0
2019,MailRu,G,G04a,4,a,Services,Services,cloud,Mail.Ru Cloud Solutions,0
2019,MailRu,G,G04b,4,b,Company,Group,Group,Group,0
2019,MailRu,G,G04b,4,b,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G04b,4,b,Services,Services,socialNetworkBlogs,VKontakte,0
2019,MailRu,G,G04b,4,b,Services,Services,email,Mail.Ru email,0
2019,MailRu,G,G04b,4,b,Services,Services,messagingVoip,Mail.Ru Agent,0
2019,MailRu,G,G04b,4,b,Services,Services,cloud,Mail.Ru Cloud Solutions,0
2019,MailRu,G,G04c,4,c,Company,Group,Group,Group,0
2019,MailRu,G,G04c,4,c,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G04c,4,c,Services,Services,socialNetworkBlogs,VKontakte,0
2019,MailRu,G,G04c,4,c,Services,Services,email,Mail.Ru email,0
2019,MailRu,G,G04c,4,c,Services,Services,messagingVoip,Mail.Ru Agent,0
2019,MailRu,G,G04c,4,c,Services,Services,cloud,Mail.Ru Cloud Solutions,0
2019,MailRu,G,G04d,4,d,Company,Group,Group,Group,0
2019,MailRu,G,G04d,4,d,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G04d,4,d,Services,Services,socialNetworkBlogs,VKontakte,0
2019,MailRu,G,G04d,4,d,Services,Services,email,Mail.Ru email,0
2019,MailRu,G,G04d,4,d,Services,Services,messagingVoip,Mail.Ru Agent,0
2019,MailRu,G,G04d,4,d,Services,Services,cloud,Mail.Ru Cloud Solutions,0
2019,MailRu,G,G04e,4,e,Company,Group,Group,Group,NA
2019,MailRu,G,G04e,4,e,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G04e,4,e,Services,Services,socialNetworkBlogs,VKontakte,NA
2019,MailRu,G,G04e,4,e,Services,Services,email,Mail.Ru email,NA
2019,MailRu,G,G04e,4,e,Services,Services,messagingVoip,Mail.Ru Agent,NA
2019,MailRu,G,G04e,4,e,Services,Services,cloud,Mail.Ru Cloud Solutions,NA
2019,MailRu,G,G05,5,NA,Company,Group,Group,Group,0
2019,MailRu,G,G05,5,NA,Company,OpCom,OpCom,OpCom,NA
2019,MailRu,G,G06a,6,a,Services,Services,socialNetworkBlogs,VKontakte,33
2019,MailRu,G,G06a,6,a,Services,Services,email,Mail.Ru email,33
2019,MailRu,G,G06a,6,a,Services,Services,messagingVoip,Mail.Ru Agent,33
2019,MailRu,G,G06a,6,a,Services,Services,cloud,Mail.Ru Cloud Solutions,0
2019,MailRu,G,G06b,6,b,Services,Services,socialNetworkBlogs,VKontakte,NA
